122,34,240,189
120,34,240,189
117,34,242,190
115,34,242,191
113,35,243,190
111,35,244,191
109,36,245,190
106,38,247,189
105,39,246,189
103,41,247,188
102,42,246,187
101,43,246,187
100,45,245,186
99,46,245,185
97,46,245,185
96,45,244,186
94,44,244,187
92,43,244,188
92,42,242,189
94,40,238,189
98,38,232,188
102,36,227,187
102,33,225,188
107,32,218,188
109,31,214,189
115,32,207,188
120,32,200,188
127,33,192,187
127,32,190,187
126,31,190,188
125,31,189,189
124,31,188,190
122,31,189,191
121,32,189,191
121,34,188,191
120,36,189,190
120,38,189,189
120,40,189,188
121,42,188,187
121,43,187,186
122,44,185,186
122,44,184,187
123,43,182,188
122,42,182,188
122,41,181,189
120,41,181,190
120,40,180,190
120,40,179,189
121,40,177,189
124,41,172,186
128,41,167,185
134,40,160,185
140,40,152,185
145,40,146,184
149,40,141,184
153,40,135,185
155,40,132,185
156,41,130,185
156,41,130,186
157,43,128,186
157,45,128,185
157,46,128,185
157,47,127,185
156,47,127,185
155,48,127,184
154,48,127,184
154,49,125,183
153,49,125,182
152,49,124,182
151,48,123,182
151,47,122,183
152,45,120,184
152,44,118,184
153,43,116,185
153,43,115,185
153,42,114,185
154,42,112,185
155,42,110,184
157,43,107,183
158,43,105,182
158,43,104,181
159,44,102,179
159,44,101,179
160,44,99,177
160,45,98,176
160,45,97,176
160,44,96,177
160,45,95,176
160,44,94,177
160,44,93,177
