60,65,263,150
61,66,261,147
60,66,260,147
60,66,257,147
60,66,252,146
60,66,250,145
60,65,250,145
60,64,250,145
60,63,248,146
59,62,248,146
59,61,247,147
59,60,246,147
60,59,245,148
62,59,243,147
63,59,242,147
65,59,240,147
66,59,239,147
68,59,237,147
69,60,237,146
70,60,237,146
72,60,236,146
74,60,236,147
76,60,235,146
78,60,236,146
80,60,237,146
82,60,239,146
83,60,241,146
85,60,241,146
86,60,240,146
88,60,237,146
88,60,234,145
89,60,232,145
90,60,229,145
90,60,227,143
91,60,223,141
92,59,219,141
93,59,218,140
94,59,217,140
56,59,255,140
55,58,255,141
55,58,255,141
55,58,255,141
55,57,255,142
55,57,255,142
55,57,255,141
55,57,256,141
55,56,256,142
55,56,256,142
55,56,256,142
55,56,257,142
55,56,259,142
56,56,260,142
56,56,261,142
56,56,262,142
56,56,264,142
56,56,265,141
56,56,266,141
57,56,266,141
57,55,268,142
57,55,269,141
57,55,269,141
57,55,269,141
57,55,268,139
57,55,266,138
57,55,264,136
57,55,261,136
57,55,259,135
57,55,260,135
58,56,260,133
58,56,258,132
59,55,256,133
60,55,254,133
60,55,254,134
61,55,254,133
61,55,255,134
62,56,254,133
63,56,254,134
63,57,254,133
63,57,255,133
64,57,255,133
64,57,256,134
65,58,257,133
65,58,258,133
66,58,258,132
66,58,259,132
66,57,260,133
67,57,260,134
67,57,260,133
68,57,259,133
69,57,259,133
