57,28,206,172
58,26,206,173
60,26,205,172
61,25,206,173
63,25,205,172
64,24,206,173
67,24,205,173
68,24,205,173
69,24,206,173
69,24,206,173
70,25,206,172
72,26,205,172
72,27,206,172
73,28,205,173
73,30,206,173
73,33,206,173
73,36,206,173
72,39,206,173
71,41,206,172
72,42,204,173
69,43,206,172
69,43,205,172
67,43,206,172
68,43,203,172
66,43,204,172
64,43,205,173
64,43,204,173
63,42,204,174
63,42,203,174
64,41,202,174
62,41,203,174
62,41,203,174
63,41,202,174
63,41,202,174
64,41,201,174
63,41,201,174
63,41,201,174
64,41,200,174
65,42,199,173
65,41,200,173
65,41,200,173
65,41,200,173
66,40,200,173
66,40,200,172
67,39,199,172
68,38,198,173
67,37,199,173
68,36,198,173
67,35,198,173
68,35,196,173
